id	GSM1854187_Control	GSM1854188_Control	GSM1854189_Control	GSM1854182_Treat	GSM1854183_Treat	GSM1854184_Treat	GSM1854185_Treat	GSM1854186_Treat
 MED29 	6.7491225	6.819767875	6.768934375	6.767329375	6.79909125	6.659530625	6.785700625	6.64758225
 MED30 	4.633884	4.30578725	4.505065625	4.242290375	4.3510150625	4.23033675	4.39981375	4.2699695
 MED31 	6.786949125	6.506496375	6.74871225	6.85774825	6.749849875	6.85614725	6.77610425	6.55687175
 MED4-AS1 	3.831514375	3.730170375	4.233037625	3.744747625	3.54414925	3.25925875	3.709307	3.662638625
 MED4 	7.150414375	6.944951	7.374474625	7.10311175	6.979468	6.9016945	7.12838275	7.19411375
 MED6 	6.05503275	6.002413875	6.23061175	6.002325375	6.0344595	5.73022575	6.03519	6.013664625
 MED7 	5.106172875	5.037636875	5.10290475	5.033299875	5.0776855	5.087250625	5.067898625	5.022941
 MED8 	6.180104875	6.079958625	6.15530825	6.346281125	6.16012325	6.159754375	6.071033	6.1437105
 MED9 	5.564657875	5.528726625	5.671740625	5.32247575	5.43299125	5.341886125	5.461235875	5.434836
 MEDAG 	6.2823765	6.021107375	5.879596375	9.392089	9.087574125	9.172977875	7.082038375	7.0027435
 MEF2A 	7.9090215	7.683563375	7.982153625	7.5673845	7.5454055	7.423528	7.8112175	7.49027125
 MEF2BNB 	6.39757	6.537382	6.4415465	6.491164125	6.487235	6.594938125	6.42137825	6.549908
 MEF2C 	6.338532625	6.099353875	6.516886875	6.38035375	6.912189625	5.981901125	6.519250375	7.05808725
 MEF2D 	7.52704825	7.4317395	7.298213125	7.27188725	7.3993565	7.115172375	7.241370875	7.367488125
 MEFV 	5.702838625	5.039587	5.263740375	4.923201	5.913387375	4.987037125	4.994143125	5.006024625
 MEG3 	5.327661625	5.62778675	5.47295775	5.833370875	5.920222625	5.623374875	5.695957625	5.847217625
 MEG8 	3.001493625	3.032871625	2.928894	3.3850205	3.122317625	2.925823625	3.067562875	3.075104375
 MEG9 	4.618697	4.581060625	4.57316525	4.635286375	4.617752	4.750924875	4.60199375	4.575682125
 MEGF10 	3.46394825	3.508612125	3.4831743125	3.474693875	3.474048625	3.4512665	3.43751575	3.436377375
 MEGF11 	4.928863625	5.07469875	4.942011375	4.926979875	4.91025825	5.06491525	4.869542875	4.8642779375
 MEGF6 	6.587893	6.875614625	6.57541725	6.715238375	6.715238375	6.892716	6.775615875	6.737806375
 MEGF8 	6.251696	6.4129015	6.293682875	6.369581625	6.364384375	6.549007125	6.372995875	6.369794875
 MEGF9 	7.966961875	7.89445575	7.99126875	7.760460625	7.67914575	7.86691175	7.741151	7.396087375
 MEI1 	4.547967875	4.670663	4.572955875	4.652248375	4.70928375	4.586807875	4.654945625	4.835599
 MEIG1 	2.906876375	2.89571575	2.93894425	2.95482675	2.9473095	2.86919775	2.932006375	2.900631375
 MEIOB 	2.514478625	2.453758875	2.48414625	2.453528625	2.447716125	2.39570925	2.48378775	2.4630674375
 MEIS1-AS1 	3.834455375	3.78571375	3.745126875	3.776165	3.8092455	3.8914045	3.70593875	3.957742375
 MEIS1-AS3 	4.939790875	4.829378125	4.821518125	4.78427325	4.94082375	5.1230405	4.899562875	4.9557025
 MEIS1 	6.565115625	6.556500375	6.85774825	6.919628625	6.613473375	6.62439375	6.610286375	6.51424025
 MEIS2 	6.229441875	6.041620875	6.418352	5.921211875	6.193021375	5.570283	5.92278125	5.829293125
 MEIS3 	6.2644215	6.358181625	6.287576125	6.447748375	6.375283	6.72401375	6.3858145	6.41264625
 MEIS3P1 	6.393761375	5.98884975	6.469778875	6.889438375	6.75707825	6.437593375	6.674831	6.097529875
 MEIS3P2 	6.572541375	6.77927075	6.5978665	6.998070875	6.931896375	7.33236625	6.84203475	6.837249
 MELK 	3.22827825	3.228826	3.23485125	3.497470125	3.454085125	3.462054625	3.3434805	3.72621275
 MEMO1 	6.440868125	6.4187645	6.456988875	6.530761375	6.4466295	6.4873505	6.432661	6.455834125
 MEMO1P1 	5.213293375	5.0567845	5.21079525	5.6098835	5.203717375	4.81312975	5.238692875	5.140317125
 MEN1 	6.461726375	6.5225064375	6.39673825	6.469954875	6.46663625	6.522215	6.4241395	6.476761125
 MEOX1 	5.37618625	5.581147625	5.375783125	5.5458585	5.96437075	5.5386245	5.5254694375	5.71987925
 MEOX2 	6.76689025	6.49330425	6.512043875	7.079208375	6.795009375	7.02567625	6.882755	6.38432025
 MEP1A 	2.84611325	2.8723715	2.882238625	2.86919775	2.889620875	2.85643625	2.911730125	2.877665625
 MEP1B 	2.4969165	2.453758875	2.48414625	2.453528625	2.455859625	2.569532	2.48378775	2.4630674375
 MEPCE 	7.420223375	7.5144355	7.231566125	7.2325815	7.23364875	7.40793775	7.26007225	7.197491125
 MEPE 	2.5298593125	2.5445465	2.581602875	2.5527725	2.54717	2.570115375	2.546149125	2.59270875
 MERTK 	6.423767375	6.298331375	6.600893625	7.7445075	7.0336255	7.501728625	6.7843315	7.0020235
 MESDC1 	5.960172875	5.950501875	5.95683625	5.765046875	5.8859985	5.85311675	5.797313125	5.63577525
 MESDC2 	6.439259125	6.513963125	6.534795125	6.6714325	6.528247	6.58154025	6.428696	6.729124875
 MESP1 	5.840015625	6.0575675	5.781226125	5.807191375	5.77320825	5.9753875	5.86244975	5.84224575
 MESP2 	5.555637375	5.599770375	5.66283375	5.644120375	5.50444175	5.708300125	5.625160125	5.691437125
 MEST 	6.51481975	6.66252525	6.42176675	6.742552125	7.362983875	6.737067125	7.0522405	6.691733625
 MESTIT1 	4.307308375	4.14827275	3.995572125	4.247202625	4.22133375	4.112692625	4.354630375	4.464217375
 MET 	7.91039625	7.388365375	7.49443725	7.032338	7.1453735	6.70458	7.24304425	7.260293
 METAP1 	5.991293875	5.775125625	5.9350405	5.9113345	5.9078625	5.589048375	5.901043	5.88487975
 METAP1D 	4.081678375	4.066312375	4.013430375	4.160032625	4.111107125	4.22098425	4.036402625	4.068765125
 METAP2 	7.49027125	7.390651625	7.537772875	7.577584375	7.466072	7.667018	7.59847	7.59349625
 METRN 	7.1048795	7.165809125	6.9481155	7.147539	7.136720875	7.46129775	7.171679875	7.195129375
 METRNL 	6.730702625	6.52308525	6.5054595	6.582677875	6.817800625	6.5448585	6.51840675	6.387772375
 METTL1 	5.00318625	5.049635875	4.884255875	5.49050425	5.281493125	5.526269125	4.9464265	5.1704485
 METTL10 	5.556072875	5.24673825	5.7736795	5.32967875	5.348834125	4.965045625	5.45476825	5.194070375
 METTL11B 	2.490832125	2.4643865	2.468585	2.43528	2.438044625	2.550703625	2.47204175	2.452331875
 METTL12 	4.165481625	4.220105375	4.126478	4.14501275	4.175633125	4.128900375	4.123124125	4.142792
 METTL13 	6.45460875	6.445676875	6.474155875	6.610537875	6.45941075	6.503197875	6.417728375	6.534146375
 METTL14 	6.695521625	6.3150965	6.67559625	6.12490075	6.33697475	5.712521125	6.467553125	6.288496875
 METTL15 	4.99469225	4.923557875	5.010845875	4.983042125	4.95922175	4.682277	4.94701575	4.918743375
 METTL16 	6.590900625	6.25386175	6.38502075	6.318642875	6.316042125	6.23723275	6.3530755	6.315943125
 METTL17 	5.971589875	6.00869125	6.24561675	6.030345375	5.92278125	5.990018375	5.951364875	5.97318125
 METTL18 	5.246857375	5.115089625	5.349023	5.091701125	5.44532375	5.0008105	5.2064013125	4.967167875
 METTL20 	4.29591725	4.04118175	4.025188	4.084967875	4.059584625	3.958855625	4.081884375	3.972483375
 METTL21A 	4.773001375	4.69382	4.7035445	4.71228525	4.73322625	4.719816875	4.724285125	4.77201325
 METTL21B 	5.84977275	5.802093	5.783076375	5.821053625	6.046990875	5.658922625	5.898125125	5.947169875
 METTL21C 	2.847692125	3.013055625	2.9386845	2.932701	2.81137725	2.937661125	2.965097625	2.9097545
 METTL21D 	3.839337625	3.760064625	3.822864625	3.788635375	3.881187875	3.616837875	3.78133025	3.69300875
 METTL22 	5.785092875	5.825137625	5.847217625	5.918024125	5.79866575	5.782271125	5.781597125	5.766475875
 METTL23 	6.95261325	6.99525675	6.961632	6.9849961875	7.02567625	6.729538875	6.9443385	7.0232688125
 METTL24 	5.014990375	4.94689725	4.710182875	5.63872675	5.238025875	5.366077375	4.925581875	4.987746125
 METTL25 	4.96373	4.881777875	5.0801305	4.921918125	4.9209305	4.533112125	4.90111775	4.95016775
 METTL2A 	7.316993	7.23641925	7.300185875	7.297880375	7.17306175	7.357997375	7.210655	7.256639625
